,OffSex,OffRace,INCIDENT_DATE_LESS_,OFF_INJURE_DESC,OFF_HOSPIT,CitRace,CitSex,SUBJ_INJURE_DESC,CIT_ARREST,CIT_INFL_A,CITChargeT,SERVICE_TY,UOF_REASON,ForceType1
1853,Male,White,2,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,No reason,Resisting Search and Transport,Arrest,Arrest,Take Down - Body
1854,Male,Black,6,No injuries noted or visible,No,Hispanic,Male,"Injured prior to contact, Treated by DFD",Yes,NULL,"Assault/Public Servant, Drug Possession - Felony, Warrant/Hold",Call for Cover,Arrest,Joint Locks
1855,Female,White,31,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Suspect Unarmed,Assault/FV,Service Call,Arrest,Take Down - Arm
1856,Male,Black,34,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Hand Controlled Escort
1857,Male,White,13,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Joint Locks
1858,Male,Black,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Service Call,Arrest,Verbal Command
1859,Male,White,4,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,No reason,Warrant/Hold,Arrest,Other,BD - Grabbed
1860,Male,White,8,No injuries noted or visible,Yes,White,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Assault/Public Servant",Service Call,Arrest,Verbal Command
1861,Male,Black,27,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,Disorderly Conduct,Service Call,Danger to self or others,OC Spray
1862,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Other,Weapon display at Person
1863,Male,White,31,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Assault/FV,Service Call,Arrest,Held Suspect Down
1864,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Call for Cover,Arrest,Handcuffing Take Down
1865,Male,Other,7,No injuries noted or visible,No,Black,Male,Puncture,Yes,None detected,"Evading Arrest, Drug Possession - Misdemeanor",Arrest,Active Aggression,Verbal Command
1866,Male,White,15,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,APOWW,Service Call,Danger to self or others,Taser Display at Person
1867,Female,Black,7,No injuries noted or visible,No,Black,Female,Abrasion/Scrape,Yes,Unknown Drugs,Evading Arrest,Arrest,Arrest,BD - Tripped
1868,Female,White,4,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Arrest,Active Aggression,Verbal Command
1869,Male,White,15,No injuries noted or visible,No,Other,Male,No injuries noted or visible,Yes,Alchohol,DWI,Arrest,Arrest,Joint Locks
1870,Female,Black,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Pedestrian Stop,Arrest,Verbal Command
1871,Male,Black,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Arrest,Assault to Other Person,Verbal Command
1872,Female,Black,1,No injuries noted or visible,Yes,Hispanic,Male,No injuries noted or visible,Yes,None detected,"Assault/FV, Assault/Public Servant",Arrest,Active Aggression,Verbal Command
1873,Male,Black,21,"Laceration/Cut, Bruise",Yes,Black,Male,"Laceration/Cut, Treated by DFD",Yes,No reason,"Resisting Arrest, Evading Arrest, Assault/FV",Arrest,Arrest,Verbal Command
1874,Female,White,1,"Abrasion/Scrape, discomfort, Pain",No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,"Assault, Assault/Public Servant",Arrest,Arrest,Verbal Command
1875,Male,White,2,No injuries noted or visible,No,Black,Male,Treated by DFD,No,No reason,No Arrest,Pedestrian Stop,Detention/Frisk,Verbal Command
1876,Female,Black,28,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Other Misdemeanor Arrest,Other ( In Narrative),Weapon Display,Weapon display at Person
1877,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Fail to ID, Other Misdemeanor Arrest",Service Call,Arrest,Joint Locks
1878,Male,White,16,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Call for Cover,Danger to self or others,Held Suspect Down
1879,Male,Black,7,Abrasion/Scrape,No,Hispanic,Female,No injuries noted or visible,Yes,No reason,"Evading Arrest, Assault/Public Servant",Arrest,Arrest,Take Down - Body
1880,Male,White,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Warrant/Hold,Arrest,Arrest,BD - Grabbed
1881,Male,White,6,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Unknown Drugs,No Arrest,Call for Cover,Arrest,Verbal Command
1882,Male,Black,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,Public Intoxication,Arrest,Other,Joint Locks
1883,Male,White,7,"Laceration/Cut, Redness/Swelling",No,White,Male,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Assault/Public Servant,Off-Duty Employment,Arrest,Feet/Leg/Knee Strike
1884,Male,White,12,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Drug Possession - Felony, Other Misdemeanor Arrest, Warrant/Hold",Arrest,Arrest,Verbal Command
1885,Male,White,2,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Injury Not Related to Force, Treated by DFD",Yes,Unknown Drugs,APOWW,Arrest,Danger to self or others,Verbal Command
1886,Male,Black,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Assault/FV, Resisting Arrest, Warrant/Hold",Service Call,Arrest,Joint Locks
1887,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Theft,Arrest,Danger to self or others,Weapon display at Person
1888,Male,White,26,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Other Felony Arrest,Service Call,Other,Weapon display at Person
1889,Male,White,6,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Assault/Public Servant, Warrant/Hold, Drug Possession - Felony",Off-Duty Incident,Assault to Other Person,Verbal Command
1890,Male,White,4,Bruise,Yes,Hispanic,Male,Abrasion/Scrape,Yes,Unknown Drugs,Assault/Public Servant,Service Call,Arrest,Baton Strike/Open Mode
1891,Male,Other,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Call for Cover,Danger to self or others,Joint Locks
1892,Male,White,3,No injuries noted or visible,No,Black,Male,"Abrasion/Scrape, minor scrape",Yes,No reason,"Drug Possession - Misdemeanor, Warrant/Hold, Fail to ID, Resisting Search and Transport",Arrest,Arrest,Verbal Command
1893,Male,Hispanic,3,No injuries noted or visible,No,Black,Female,"Abrasion/Scrape, OC Spray Treatment, Redness/Swelling",Yes,Unknown Drugs,Warrant/Hold,Traffic Stop,Detention/Frisk,Hand/Arm/Elbow Strike
1894,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,No reason,No Arrest,Traffic Stop,Weapon Display,Weapon display at Person
1895,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Warrant/Hold, Resisting Search and Transport",Arrest,Arrest,Pressure Points
1896,Male,White,2,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Arrest,Arrest,Feet/Leg/Knee Strike
1897,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Assault,Service Call,Assault to Other Person,Weapon display at Person
1898,Male,Black,7,No injuries noted or visible,No,NULL,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Held Suspect Down
1899,Male,White,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Suspect w/ Gun,"Robbery, Evading Arrest",Call for Cover,Arrest,Take Down - Arm
1900,Male,White,27,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Resisting Arrest, Warrant/Hold",Arrest,Active Aggression,Hand Controlled Escort
1901,Male,Hispanic,10,"Abrasion/Scrape, pain",No,Hispanic,Male,"Abrasion/Scrape, Injured prior to contact",Yes,Unknown Drugs,"Assault/FV, Evading Arrest, Assault/Public Servant",Call for Cover,Assault to Other Person,Verbal Command
1902,Male,Hispanic,8,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Warrant/Hold, Drug Possession - Misdemeanor",Service Call,Other,Weapon display at Person
1903,Male,White,2,Abrasion/Scrape,No,Black,Female,Abrasion/Scrape,Yes,No reason,Warrant/Hold,Arrest,Arrest,Take Down - Body
1904,Male,Hispanic,14,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Assault/Public Servant, Public Intoxication, Evading Arrest, Resisting Arrest",Suspicious Activity,Active Aggression,Held Suspect Down
1905,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Verbal Command
1906,Male,White,8,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,No reason,Burglary/Habitation,Arrest,Arrest,Verbal Command
1907,Male,White,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Weapon display at Person
1908,Male,Hispanic,21,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,None detected,Crim Trespass/Bldg/Prop,Off-Duty Employment,Arrest,Hand Controlled Escort
1909,Male,White,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Take Down - Arm
1910,Male,White,24,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Puncture",Yes,FD-Suspect w/ Other Weapon,APOWW,Service Call,Active Aggression,Taser
1911,Male,White,4,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Suspect w/ Other Weapon,Other Felony Arrest,Arrest,Arrest,Verbal Command
1912,Male,White,7,No injuries noted or visible,No,Black,Male,"Puncture, OC Spray Treatment",Yes,NULL,APOWW,Arrest,Danger to self or others,Verbal Command
1913,Male,Hispanic,7,No injuries noted or visible,No,Hispanic,Male,Taser Burn Marks,Yes,No reason,"Assault/FV, APOWW",Arrest,Other,Verbal Command
1914,Male,Hispanic,3,"Abrasion/Scrape, Laceration/Cut",No,White,Male,Laceration/Cut,Yes,Unknown Drugs,Public Intoxication,Arrest,Danger to self or others,Take Down - Body
1915,Male,Black,18,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Warrant/Hold,Service Call,Danger to self or others,Take Down - Group
1916,Male,Hispanic,6,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,No reason,"Evading Arrest, Drug Possession - Felony",Arrest,Arrest,Take Down - Body
1917,Female,Asian,15,No injuries noted or visible,No,NULL,NULL,POSSIBLE PUNCTURE WOUND,No,Animal,No Arrest,Service Call,Aggressive Animal,Taser
1918,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,Assault/FV,Service Call,Arrest,Joint Locks
1919,Male,White,4,Laceration/Cut,No,Black,Male,"Elevated Heart Rate, Injury Not Related to Force, Treated by DFD, Hospitalized",No,Mentally unstable,No Arrest,Service Call,Danger to self or others,Joint Locks
1920,Male,White,9,"Laceration/Cut, Abrasion/Scrape",No,Hispanic,Male,Bruise,Yes,Alchohol,Assault/Public Servant,Off-Duty Employment,Active Aggression,Feet/Leg/Knee Strike
1921,Male,White,10,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,APOWW,Arrest,Arrest,Verbal Command
1922,Male,White,9,No injuries noted or visible,No,Black,Female,Abrasion/Scrape,Yes,Unknown Drugs,"Prostitution, Resisting Arrest, Assault/Public Servant, Warrant/Hold",Arrest,Arrest,Verbal Command
1923,Male,White,4,No injuries noted or visible,No,Black,Male,Injured prior to contact,No,No reason,No Arrest,Service Call,Active Aggression,Verbal Command
1924,Male,White,7,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Resisting Arrest,Arrest,Arrest,BD - Grabbed
1925,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,Assault,Arrest,Assault to Other Person,Weapon display at Person
1926,Male,Hispanic,8,No injuries noted or visible,No,NULL,NULL,"Hospital Drug Evaluation, Laceration/Cut",Yes,Alchohol and unknown drugs,"Burglary/Habitation, Resisting Arrest",Call for Cover,Arrest,Held Suspect Down
1927,Male,Hispanic,21,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Verbal Command
1928,Male,Hispanic,18,No injuries noted or visible,No,Black,Male,"Puncture, Bite",Yes,No reason,"Robbery, Evading Arrest, Other Agency Arrest",Crime in Progress,Arrest,K-9 Deployment
1929,Male,Black,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Service Call,Danger to self or others,Weapon display at Person
1930,Male,Black,24,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,Mentally unstable,APOWW,Suspicious Activity,Danger to self or others,Held Suspect Down
1931,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,FD-Suspect w/ Gun,"Other Felony Arrest, Assault, Drug Possession - Misdemeanor",Arrest,Assault to Other Person,Weapon display at Person
1932,Male,Black,6,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,Marijuana,"Resisting Arrest, Drug Possession - Misdemeanor",Traffic Stop,Detention/Frisk,BD - Grabbed
1933,Male,White,9,No injuries noted or visible,No,Black,Male,Injured prior to contact,Yes,Mentally unstable,Assault/FV,Service Call,Danger to self or others,Taser Display at Person
1934,Male,Hispanic,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Burglary, Evading Arrest",Arrest,Arrest,Take Down - Body
1935,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Robbery",Arrest,Arrest,Joint Locks
1936,Female,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,No reason,No Arrest,Call for Cover,Detention/Frisk,Verbal Command
1937,Male,Hispanic,8,No injuries noted or visible,No,White,Male,Taser Burn Marks,Yes,Mentally unstable,APOWW,Arrest,Active Aggression,Verbal Command
1938,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Fail to ID, Warrant/Hold",Arrest,Active Aggression,Verbal Command
1939,Male,White,6,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,NULL,"Drug Possession - Felony, Drug Possession - Misdemeanor, Evading Arrest, Other Felony Arrest",Arrest,Other,BD - Pushed
1940,Male,White,2,Bruise,No,Black,Male,Non-Visible Injury/Pain,Yes,No reason,"Burglary/Habitation, Assault/Public Servant, Other Felony Arrest",Arrest,Danger to self or others,Pressure Points
1941,Male,White,2,No injuries noted or visible,No,Hispanic,Female,"Abrasion/Scrape, Bloody Nose",Yes,Alchohol and unknown drugs,APOWW,Arrest,Arrest,Verbal Command
1942,Male,White,7,No injuries noted or visible,No,Hispanic,Male,"Taser Burn Marks, Treated by DFD",Yes,None detected,"Criminal Mischief, Resisting Arrest, Warrant/Hold",Arrest,Active Aggression,Taser
1943,Male,Black,1,No injuries noted or visible,No,Hispanic,Female,Injury Not Related to Force,Yes,Alchohol and unknown drugs,"Public Intoxication, Escape, Criminal Mischief",Arrest,Danger to self or others,Held Suspect Down
1944,Male,Black,18,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Active Aggression,Take Down - Arm
1945,Male,White,4,No injuries noted or visible,No,Hispanic,Male,Taser Burn Marks,Yes,Alchohol,"Public Intoxication, Resisting Arrest",Arrest,Arrest,Joint Locks
1946,Male,Black,2,No injuries noted or visible,No,NULL,Male,Abrasion/Scrape,Yes,NULL,"Resisting Arrest, Warrant/Hold",Call for Cover,Active Aggression,Take Down - Arm
1947,Male,White,9,"Laceration/Cut, Abrasion/Scrape",No,Black,Male,No injuries noted or visible,Yes,None detected,"Burglary of a Vehicle, Resisting Arrest, Warrant/Hold",Crime in Progress,Arrest,Verbal Command
1948,Male,Hispanic,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Alchohol,"Warrant/Hold, Resisting Search and Transport, Other Felony Arrest",Service Call,Active Aggression,Verbal Command
